1,4,4/3/17,HOU,SEA,W,3,0,1,0,1,0,1.00
2,4,4/4/17,HOU,SEA,W,2,1,2,0,1,1,1.00
3,4,4/5/17,HOU,SEA,W-wo,5,3,3,0,1,1,1.00
4,4,4/6/17,HOU,SEA,L,2,4,3,1,1,1,0.75
5,4,4/7/17,HOU,KCR,L,1,5,3,2,1,0,0.60
6,4,4/8/17,HOU,KCR,L,3,7,3,3,2,-1,0.50
7,4,4/9/17,HOU,KCR,W-wo,5,4,4,3,2,-1,0.57
8,4,4/10/17,HOU,SEA,L,0,6,4,4,2,-1.5,0.50
9,4,4/11/17,HOU,SEA,W,7,5,5,4,2,-1.5,0.56
10,4,4/12/17,HOU,SEA,W,10,5,6,4,2,-0.5,0.60
11,4,4/14/17,HOU,OAK,W,7,2,7,4,1,1,0.64
12,4,4/15/17,HOU,OAK,W,10,6,8,4,1,2,0.67
13,4,4/17/17,HOU,LAA,W,3,0,9,4,1,3.5,0.69
14,4,4/18/17,HOU,LAA,L,2,5,9,5,1,2.5,0.64
15,4,4/19/17,HOU,LAA,W,5,1,10,5,1,3,0.67
16,4,4/20/17,HOU,LAA,W,2,1,11,5,1,3,0.69
17,4,4/21/17,HOU,TBR,W,6,3,12,5,1,3,0.71
18,4,4/22/17,HOU,TBR,L,3,6,12,6,1,2,0.67
19,4,4/23/17,HOU,TBR,W,6,4,13,6,1,3,0.68
20,4,4/25/17,HOU,CLE,W,4,2,14,6,1,4,0.70
21,4,4/26/17,HOU,CLE,L,6,7,14,7,1,4,0.67
22,4,4/27/17,HOU,CLE,L,3,4,14,8,1,3,0.64
23,4,4/28/17,HOU,OAK,W,9,4,15,8,1,3,0.65
24,4,4/29/17,HOU,OAK,L,1,2,15,9,1,3,0.63
25,4,4/30/17,HOU,OAK,W,7,2,16,9,1,3,0.64
26,5,5/1/17,HOU,TEX,W,6,2,17,9,1,3.5,0.65
27,5,5/2/17,HOU,TEX,W,8,7,18,9,1,3.5,0.67
28,5,5/3/17,HOU,TEX,W,10,1,19,9,1,4.5,0.68
29,5,5/4/17,HOU,TEX,L,4,10,19,10,1,4.5,0.66
30,5,5/5/17,HOU,LAA,W,7,6,20,10,1,5.5,0.67
31,5,5/6/17,HOU,LAA,L-wo,1,2,20,11,1,4.5,0.65
32,5,5/7/17,HOU,LAA,W,5,3,21,11,1,5.5,0.66
33,5,5/9/17,HOU,ATL,W,8,3,22,11,1,6,0.67
34,5,5/10/17,HOU,ATL,W,4,2,23,11,1,6,0.68
35,5,5/11/17,HOU,NYY,W,3,2,24,11,1,7,0.69
36,5,5/12/17,HOU,NYY,W,5,1,25,11,1,8,0.69
37,5,5/14/17,HOU,NYY,L,6,11,25,12,1,7.5,0.68
38,5,5/14/17,HOU,NYY,W,10,7,26,12,1,7.5,0.68
39,5,5/15/17,HOU,MIA,W,7,2,27,12,1,8,0.69
40,5,5/16/17,HOU,MIA,W,12,2,28,12,1,8,0.70
41,5,5/17/17,HOU,MIA,W,3,0,29,12,1,8,0.71
42,5,5/19/17,HOU,CLE,L,3,5,29,13,1,6.5,0.69
43,5,5/20/17,HOU,CLE,L,0,3,29,14,1,6.5,0.67
44,5,5/21/17,HOU,CLE,L,6,8,29,15,1,5.5,0.66
45,5,5/22/17,HOU,DET,W,1,0,30,15,1,6,0.67
46,5,5/23/17,HOU,DET,W,6,2,31,15,1,7,0.67
47,5,5/24/17,HOU,DET,L,3,6,31,16,1,7,0.66
48,5,5/25/17,HOU,DET,W,7,6,32,16,1,8,0.67
49,5,5/26/17,HOU,BAL,W,2,0,33,16,1,9,0.67
50,5,5/27/17,HOU,BAL,W,5,2,34,16,1,9,0.68
51,5,5/28/17,HOU,BAL,W,8,4,35,16,1,10,0.69
52,5,5/29/17,HOU,MIN,W,16,8,36,16,1,11,0.69
53,5,5/30/17,HOU,MIN,W,7,2,37,16,1,11,0.70
54,5,5/31/17,HOU,MIN,W,17,6,38,16,1,11,0.70
55,6,6/2/17,HOU,TEX,W,7,1,39,16,1,12.5,0.71
56,6,6/3/17,HOU,TEX,W,6,5,40,16,1,12.5,0.71
57,6,6/4/17,HOU,TEX,W,7,2,41,16,1,13.5,0.72
58,6,6/5/17,HOU,KCR,W,7,3,42,16,1,14,0.72
59,6,6/6/17,HOU,KCR,L-wo,7,9,42,17,1,13,0.71
60,6,6/7/17,HOU,KCR,L,5,7,42,18,1,12,0.70
61,6,6/8/17,HOU,KCR,W,6,1,43,18,1,13,0.70
62,6,6/9/17,HOU,LAA,L,4,9,43,19,1,12,0.69
63,6,6/10/17,HOU,LAA,W,3,1,44,19,1,13,0.70
64,6,6/11/17,HOU,LAA,L,6,12,44,20,1,12,0.69
65,6,6/12/17,HOU,TEX,L,1,6,44,21,1,12,0.68
66,6,6/13/17,HOU,TEX,L,2,4,44,22,1,11,0.67
67,6,6/14/17,HOU,TEX,W,13,2,45,22,1,11,0.67
68,6,6/16/17,HOU,BOS,L,1,2,45,23,1,11,0.66
69,6,6/17/17,HOU,BOS,W,7,1,46,23,1,11,0.67
70,6,6/18/17,HOU,BOS,L,5,6,46,24,1,11,0.66
71,6,6/19/17,HOU,OAK,W,4,1,47,24,1,12,0.66
72,6,6/20/17,HOU,OAK,W,8,4,48,24,1,12,0.67
73,6,6/21/17,HOU,OAK,W,5,1,49,24,1,12.5,0.67
74,6,6/22/17,HOU,OAK,W,12,9,50,24,1,12.5,0.68
75,6,6/23/17,HOU,SEA,L,3,13,50,25,1,11.5,0.67
76,6,6/24/17,HOU,SEA,W,5,2,51,25,1,12.5,0.67
77,6,6/25/17,HOU,SEA,W,8,2,52,25,1,13,0.68
78,6,6/27/17,HOU,OAK,L,4,6,52,26,1,12.5,0.67
79,6,6/28/17,HOU,OAK,W,11,8,53,26,1,12.5,0.67
80,6,6/29/17,HOU,OAK,W,6,1,54,26,1,13.5,0.68
